,followers_count,friends_count,favourites_count,listed_count,is_verified,user_age,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate
109,10075,3611,21417,169,1,3983,2.529500377,0.906603063,5.377102686,0.042430329
110,2119,784,2427,94,1,3065,0.691353997,0.255791191,0.791843393,0.030668842
111,13614,4143,12165,315,1,4239,3.211606511,0.977353149,2.869780609,0.074309979
112,19507,2148,12927,50,1,4243,4.597454631,0.506245581,3.046665095,0.011784115
113,81822,8902,52312,1003,1,4415,18.53272933,2.016308041,11.84869762,0.227180068
114,2861,1246,6621,80,1,4369,0.654840925,0.285191119,1.51544976,0.018310826
115,10650,610,26436,207,1,4231,2.517135429,0.144173954,6.248168282,0.048924604
116,572171,1172,18711,7137,1,3776,151.5283369,0.310381356,4.955243644,1.890095339
117,199777,8512,53705,948,1,4157,48.0579745,2.047630503,12.91917248,0.228049074
118,474759,533,1869,2699,1,4685,101.3359658,0.113767343,0.398932764,0.576093917
119,4817,1836,43010,132,1,3430,1.404373178,0.535276968,12.5393586,0.038483965
120,14917,535,1261,110,1,1275,11.69960784,0.419607843,0.989019608,0.08627451
121,3898,309,710,37,1,1839,2.119630234,0.168026101,0.386079391,0.02011963
122,370274,219,7365,5215,1,4411,83.94332351,0.049648606,1.669689413,1.182271594
123,2453,3379,35800,117,1,4582,0.53535574,0.737450895,7.813182017,0.025534701
124,14814,1976,80891,502,1,4217,3.51292388,0.468579559,19.18211999,0.119041973
125,4966,1979,1499,118,1,2669,1.860621956,0.741476208,0.561633571,0.044211315
126,18214,2844,6817,332,1,4327,4.209382944,0.657268315,1.575456436,0.076727525
127,2131,1970,5042,34,1,4166,0.511521843,0.47287566,1.210273644,0.008161306
128,5608,2886,378,250,1,4616,1.214904679,0.625216638,0.081889081,0.054159445
129,5630,1905,864,252,1,3733,1.508170372,0.510313421,0.231449237,0.067506027
130,15019,5215,12517,540,1,4428,3.391824752,1.177732611,2.826784101,0.12195122
131,140887,3052,21308,2963,1,4409,31.95441143,0.692220458,4.832841914,0.672034475
132,2171,600,1889,131,1,3831,0.56669277,0.156617071,0.493082746,0.034194727
133,4012,1462,1895,140,1,2744,1.462099125,0.532798834,0.690597668,0.051020408
134,5425,2997,9123,147,1,3002,1.807128581,0.998334444,3.038974017,0.048967355
135,161520,2052,28345,1838,1,4395,36.75085324,0.466894198,6.449374289,0.418202503
136,82608,824,2891,3192,1,4368,18.91208791,0.188644689,0.661858974,0.730769231
137,7818,791,4755,49,1,4383,1.783709788,0.180469998,1.084873374,0.011179557
138,13545,2898,132326,555,1,3858,3.51088647,0.751166407,34.29911871,0.143856921
139,370364,1788,43211,576,1,2748,134.775837,0.650655022,15.72452693,0.209606987
140,2942,817,15260,75,1,4406,0.667725828,0.185428961,3.46345892,0.017022242
141,11555,807,1164,317,1,4446,2.598965362,0.181511471,0.261808367,0.071300045
142,597,1072,2450,5,1,2679,0.222844345,0.400149309,0.914520343,0.001866368
143,2367,386,58919,40,1,2079,1.138528139,0.185666186,28.34006734,0.019240019
144,50379,6620,71455,1951,1,4394,11.46540737,1.506599909,16.26194811,0.444014565
145,8682,1728,80597,145,1,2869,3.026141513,0.602300453,28.09236668,0.050540258
146,4475,1082,3702,89,1,2911,1.537272415,0.371693576,1.271727929,0.030573686
147,11212,2360,2378,142,1,3477,3.224618924,0.678746045,0.683922922,0.040839804
148,72575,1321,806,2001,1,4581,15.84261078,0.288364986,0.175944117,0.436804191
149,221616,797,137543,2702,1,3241,68.3788954,0.245911756,42.43844492,0.833693305
150,2591,448,25523,127,1,4884,0.530507781,0.091728092,5.225839476,0.026003276
151,3298,791,174,74,1,4325,0.762543353,0.182890173,0.040231214,0.017109827
152,5970,1229,1604,437,1,4325,1.380346821,0.28416185,0.370867052,0.101040462
153,14335,262,392,108,1,4102,3.494636763,0.063871282,0.09556314,0.02632862
154,2444980,301,540,2300,1,4309,567.4123927,0.069853794,0.1253191,0.533766535
155,13960,4632,11091,231,1,4377,3.189399132,1.058259082,2.533927347,0.052775874
156,31733,1538,9919,644,1,4323,7.340504279,0.355771455,2.294471432,0.148970622
157,550182,4384,536,3715,1,4548,120.9722955,0.963940193,0.117854002,0.816842568
158,2627,1936,11150,131,1,4451,0.590204448,0.434958436,2.505055044,0.029431588
159,29626,1230,52630,1607,1,4610,6.426464208,0.26681128,11.4164859,0.348590022
160,20921,3138,1717,711,1,4425,4.727909605,0.709152542,0.388022599,0.160677966
161,23681,664,34864,161,1,4475,5.291843575,0.148379888,7.790837989,0.035977654
162,2895,899,945,115,1,3017,0.959562479,0.297978124,0.313225058,0.038117335
163,2653,1771,9972,107,1,4416,0.600769928,0.401041667,2.258152174,0.024230072
164,10722,1236,3707,371,1,4450,2.409438202,0.277752809,0.833033708,0.083370787
165,1493644,9886,7741,8757,1,4411,338.6180005,2.241215144,1.754930855,1.985264112
166,5791,1019,5909,188,1,3638,1.591808686,0.280098955,1.62424409,0.051676745
167,81881,3411,17813,2006,1,4382,18.68575993,0.778411684,4.065038795,0.457781835
168,6125,3569,4027,133,1,4167,1.469882409,0.856491481,0.966402688,0.031917447
169,27967,9003,1125,1278,1,4172,6.703499521,2.157957814,0.269654842,0.3063279
170,61703,941,2225,2171,1,4278,14.42332866,0.219962599,0.520102852,0.507480131
171,17535,1817,14649,624,1,5121,3.424135911,0.354813513,2.860574107,0.121851201
172,297270,1629,5822,3914,1,4698,63.27586207,0.346743295,1.239250745,0.833120477
173,810029,4184,15146,5610,1,3552,228.048705,1.177927928,4.264076577,1.579391892
174,17724,1887,59545,486,1,4409,4.019959174,0.427988206,13.50533001,0.110229077
175,21785,3631,144170,403,1,4488,4.854055258,0.809046346,32.12344029,0.089795009
176,960,1769,4939,28,1,2793,0.343716434,0.633369137,1.768349445,0.010025063
177,13180,912,30724,202,1,2763,4.770177343,0.330076004,11.11979732,0.07310894
178,9686,2422,11857,136,1,4247,2.280668707,0.570284907,2.791853073,0.032022604
179,5485,1975,5043,225,1,3675,1.492517007,0.537414966,1.372244898,0.06122449
180,581347,22,2515,560,1,4371,133.0009151,0.005033173,0.575383208,0.128117136
181,78387,967,1414,229,1,3611,21.70783716,0.267792855,0.391581279,0.063417336
182,7107,1388,258,167,1,4100,1.733414634,0.338536585,0.062926829,0.040731707
183,7287,882,791,341,1,2794,2.608088762,0.31567645,0.283106657,0.122047244
184,38448,10605,17008,807,1,4166,9.228996639,2.545607297,4.082573212,0.193710994
185,19922,5707,29906,525,1,4404,4.523614896,1.295867393,6.790644868,0.119209809
186,7948,1697,1039,151,1,4561,1.742600307,0.372067529,0.227800921,0.033106775
187,7546,369,5107,30,1,2527,2.986149584,0.146022952,2.020973486,0.011871785
188,5989,167,1972,32,1,3603,1.662225923,0.046350264,0.547321676,0.008881488
189,14833,2570,14303,540,1,3242,4.575262184,0.792720543,4.41178285,0.166563849
190,7406,613,31729,220,1,3736,1.982334047,0.164079229,8.492773019,0.05888651
191,3027,724,1309,244,1,4648,0.651247849,0.155765921,0.281626506,0.052495697
192,13689,389,4971,78,1,3324,4.118231047,0.117027677,1.495487365,0.023465704
193,49998,195,967,217,1,2487,20.10373945,0.07840772,0.388821874,0.087253719
194,22741,1569,10789,1011,1,4661,4.878995924,0.336623042,2.314739326,0.216906243
195,2782,723,36360,81,1,5013,0.554957112,0.144225015,7.253141831,0.016157989
196,9642,1421,16211,53,1,2288,4.214160839,0.621066434,7.085227273,0.023164336
197,22098,752,2544,498,1,1939,11.39659618,0.387828778,1.312016503,0.256833419
198,3902,2322,7842,88,0,3164,1.233249052,0.733881163,2.478508217,0.027812895
199,54821,364,5314,1589,1,4536,12.08575838,0.080246914,1.171516755,0.350308642
200,62183,164,1089,327,1,4367,14.23929471,0.037554385,0.249370277,0.07487978
201,78946,1067,12007,2184,1,4419,17.86512786,0.241457343,2.717130573,0.494229464
202,75730,773,1368,464,1,4362,17.36130215,0.177212288,0.313617607,0.106373223
203,65985,958,2487,1285,1,1635,40.35779817,0.585932722,1.521100917,0.785932722
204,4181,317,12930,77,1,4429,0.944005419,0.071573719,2.919394897,0.017385414
205,17569,2712,8307,299,1,3861,4.55037555,0.702408702,2.151515152,0.077441077
206,158457,102,12739,418,1,3213,49.31746032,0.031746032,3.964830377,0.130096483
207,14273,2021,10604,305,1,3862,3.695753496,0.523303988,2.745727602,0.078974625
208,1201,924,1056,42,1,3399,0.353339217,0.27184466,0.310679612,0.012356575
209,370647,187,334,1499,1,4204,88.16531874,0.044481446,0.079448145,0.356565176
210,1423,51,2013,34,1,3535,0.402545969,0.014427157,0.569448373,0.009618105
211,1822,1961,3239,40,1,4139,0.440202948,0.473785939,0.782556173,0.00966417
212,5715,497,15540,210,1,3830,1.492167102,0.129765013,4.057441253,0.054830287
213,27313,4449,22744,187,1,3884,7.032183316,1.145468589,5.855818744,0.048146241
214,78633,2194,723,2290,1,3085,25.48881686,0.711183144,0.234359806,0.742301459
215,429693,44003,18510,5212,1,4380,98.10342466,10.04634703,4.226027397,1.189954338
216,1204532,276,499,8745,1,4395,274.0687144,0.062798635,0.113538111,1.989761092
217,10004234,101,42,41196,1,5209,1920.567095,0.019389518,0.008062968,7.908619697
218,2234,923,3068,41,1,2406,0.928512053,0.383624273,1.27514547,0.017040732
219,4262,1125,5401,173,1,4064,1.048720472,0.276820866,1.32898622,0.042568898
220,16604,194,6690,96,1,1996,8.318637275,0.097194389,3.351703407,0.048096192
221,1159,1983,677,54,1,3256,0.355958231,0.609029484,0.207923833,0.016584767
222,6957,998,47259,194,1,2850,2.441052632,0.350175439,16.58210526,0.068070175
223,55753,485,38555,335,1,3606,15.46117582,0.134498059,10.69190238,0.092900721
224,15363,4004,18896,232,1,4275,3.593684211,0.936608187,4.420116959,0.054269006
225,1935,718,339,94,1,4317,0.448227936,0.166319203,0.078526755,0.02177438
226,261643,2258,9141,1152,1,5008,52.24500799,0.450878594,1.825279553,0.230031949
227,15156,693,3641,495,1,4070,3.723832924,0.17027027,0.894594595,0.121621622
228,106482,3973,224980,1646,1,2874,37.05010438,1.382393876,78.28114127,0.572720946
229,37991,5426,4885,2171,1,5174,7.342674913,1.048705064,0.944143796,0.41959799
230,1281,925,1295,31,1,3621,0.353769677,0.255454294,0.357636012,0.008561171
231,4994,1735,1620,216,1,4481,1.114483374,0.387190359,0.361526445,0.048203526
232,49320,6079,4657,1687,1,4725,10.43809524,1.286560847,0.985608466,0.357037037
233,7946,3291,11657,338,1,4514,1.760301285,0.729065131,2.582410279,0.074878157
234,5347,487,5612,99,1,3294,1.623254402,0.147844566,1.703703704,0.030054645
235,4222,1214,4608,117,1,4396,0.960418562,0.276160146,1.04822566,0.026615105
236,993,660,5725,17,1,2556,0.388497653,0.258215962,2.239827856,0.006651017
237,1680,322,12825,73,1,3272,0.513447433,0.098410758,3.919621027,0.022310513
238,83672,1043,27893,550,1,3620,23.11381215,0.288121547,7.705248619,0.151933702
239,2302,1105,15567,38,1,2793,0.824203366,0.395631937,5.573576799,0.013605442
240,15104,3121,18044,375,1,4335,3.484198385,0.719953864,4.162399077,0.08650519
241,1076,550,4289,23,1,3296,0.326456311,0.166868932,1.301274272,0.006978155
242,21439,8896,3040,532,1,4486,4.779090504,1.983058404,0.677663843,0.118591173
243,23982,44,1,52,1,1241,19.32473811,0.035455278,0.000805802,0.041901692
244,3477,267,287,225,1,1823,1.907295666,0.146461876,0.157432803,0.123422929
245,18938,947,14,258,1,4462,4.244285074,0.212236665,0.003137606,0.057821605
246,20278,4339,9807,328,1,4119,4.923039573,1.053411022,2.380917698,0.079630978
247,16847,289,173,494,1,4201,4.010235658,0.068793144,0.041180671,0.11759105
248,2442,1198,5066,60,1,4212,0.57977208,0.284425451,1.202754036,0.014245014
249,53786,3897,7659,602,1,4075,13.1990184,0.956319018,1.879509202,0.147730061
250,68241,253,1968,587,1,3651,18.69104355,0.069296083,0.539030403,0.160777869
251,3586,1611,3323,186,1,4647,0.771680654,0.346675274,0.715085001,0.040025823
252,7288,2306,3714,123,1,4834,1.507654117,0.47703765,0.76830782,0.025444766
253,427760,2075,4558,2293,1,4374,97.79606767,0.474394147,1.042066758,0.524234111
254,2894,407,6570,61,1,2938,0.985023826,0.138529612,2.236215112,0.020762423
255,2577,541,2338,104,1,4089,0.630227439,0.132306187,0.571777941,0.025434091
256,980,970,868,54,1,3934,0.24911032,0.246568378,0.220640569,0.013726487
257,11039,4492,13096,732,1,4536,2.433641975,0.990299824,2.88712522,0.161375661
258,3565,1436,3440,145,1,3704,0.962473002,0.387688985,0.928725702,0.039146868
259,3737,526,1320,84,1,4488,0.832664884,0.117201426,0.294117647,0.018716578
260,28927,1328,5778,437,1,3996,7.238988989,0.332332332,1.445945946,0.109359359
261,6777,862,8746,262,1,4470,1.516107383,0.192841163,1.956599553,0.058612975
262,14803,383,2378,201,1,4417,3.351369708,0.086710437,0.538374462,0.045506
263,2937,1629,12732,70,1,2792,1.051934097,0.583452722,4.56017192,0.025071633
264,38074,3287,5799,1276,1,3697,10.2986205,0.88909927,1.56856911,0.345144712
265,7158,5008,20834,251,1,3819,1.874312647,1.311338047,5.455354805,0.065724012
266,46970,1107,66541,551,1,4453,10.54794521,0.248596452,14.9429598,0.123736807
267,93465,6,1466,593,1,2199,42.50341064,0.002728513,0.666666667,0.269668031
268,5417,4248,30949,91,1,4425,1.224180791,0.96,6.994124294,0.020564972
269,12310,401,14308,101,1,3963,3.106232652,0.10118597,3.610396165,0.025485743
270,12022,566,38029,151,1,4337,2.771962186,0.130504957,8.768503574,0.034816694
271,12237,2456,17642,105,1,2098,5.832697807,1.170638704,8.408960915,0.050047664
272,5454,7005,25957,198,1,4256,1.281484962,1.645911654,6.098919173,0.046522556
273,21408,1339,27903,449,1,4668,4.586118252,0.286846615,5.977506427,0.096186804
274,2812,1550,1821,84,1,4264,0.659474672,0.363508443,0.42706379,0.019699812
275,11616,1733,8548,157,1,3695,3.143707713,0.469012179,2.313396482,0.042489851
276,47265,1096,2154,662,1,4625,10.21945946,0.236972973,0.46572973,0.143135135
277,52451,6602,6754,1571,1,4866,10.77907933,1.3567612,1.387998356,0.322852446
278,5181,1000,44450,293,1,4640,1.116594828,0.215517241,9.579741379,0.063146552
279,6363,3544,10054,297,1,4448,1.430530576,0.79676259,2.260341727,0.066771583
280,2465,1030,7212,98,1,3339,0.738244984,0.308475591,2.159928122,0.029350105
281,1458,1563,11039,32,1,3883,0.375482874,0.402523822,2.84290497,0.008241051
282,51888,1496,8327,505,1,4426,11.72345233,0.338002711,1.881382738,0.114098509
283,7035,2567,4961,182,1,3668,1.917938931,0.699836423,1.352508179,0.049618321
284,2231,148,253,73,1,2736,0.815423977,0.054093567,0.09247076,0.026681287
285,74762,2653,16089,964,1,4278,17.47592333,0.620149603,3.760869565,0.225338943
286,10243,752,108418,536,1,4664,2.196183533,0.161234991,23.24571184,0.114922813
287,118756,164,184,280,1,4030,29.46799007,0.040694789,0.045657568,0.069478908
288,3289,516,1951,89,1,2290,1.436244541,0.225327511,0.851965066,0.038864629
289,8168,685,28070,291,1,3535,2.310608204,0.193776521,7.940594059,0.082319661
290,21289,2157,8839,467,1,3828,5.56138976,0.563479624,2.309038662,0.12199582
291,2695,2815,7949,273,1,4697,0.573770492,0.599318714,1.692356824,0.058122206
292,23127,7559,72151,204,1,4437,5.212305612,1.703628578,16.26121253,0.045977011
293,7177,364,2887,126,1,4134,1.736090953,0.088050314,0.698355104,0.030478955
294,9938,4703,7870,326,1,4397,2.260177394,1.069592904,1.78985672,0.07414146
295,79050,2145,9279,417,1,3945,20.03802281,0.543726236,2.352091255,0.105703422
296,34567,271,40855,960,1,4325,7.992369942,0.06265896,9.446242775,0.221965318
297,7346,2943,11642,305,1,4392,1.672586521,0.670081967,2.650728597,0.069444444
298,1682,1788,5956,78,1,4639,0.362578142,0.385427894,1.283897392,0.016813969
299,2727,2139,5573,156,1,4785,0.569905956,0.447021944,1.164681296,0.032601881
300,13160,12869,134331,534,1,5153,2.553852125,2.497380167,26.06850378,0.103628954
301,48584,2381,314,507,1,4346,11.17901519,0.547860101,0.072250345,0.116658997
302,3134,1574,326,213,1,4444,0.705220522,0.354185419,0.073357336,0.047929793
303,2577,1712,7514,99,1,3383,0.761749926,0.50605971,2.221105528,0.029263967
304,14545,4647,6571,187,1,4475,3.25027933,1.038435754,1.468379888,0.041787709
305,4208,1000,9104,108,1,4341,0.969361898,0.230361668,2.097212624,0.02487906
306,89285,1707,26030,751,1,2944,30.32778533,0.57982337,8.841711957,0.255095109
307,5102,1275,17717,245,1,2537,2.011036657,0.502562081,6.983445014,0.096570753
308,5529,2980,5162,104,1,3613,1.530307224,0.824799336,1.428729588,0.028784943
309,29538,469,1357,568,1,4320,6.8375,0.108564815,0.31412037,0.131481481
310,257963,284,1187,2251,1,4458,57.86518618,0.063705698,0.266262898,0.504934948
311,28271,786,9702,179,1,4186,6.753702819,0.187768753,2.317725753,0.042761586
312,157640,95492,19907,722,1,4386,35.94163247,21.77200182,4.53875969,0.164614683
313,7761,479,2080,125,1,4219,1.839535435,0.113534013,0.493007822,0.029627874
314,133290,1189,13995,735,1,4255,31.32549941,0.279435958,3.28907168,0.172737955
315,95142,196,2848,439,1,3323,28.63135721,0.058982847,0.857056876,0.13210954
316,4876,921,31658,301,1,4256,1.145676692,0.216400376,7.43843985,0.070723684
317,5059,2040,1127,251,1,4351,1.162721214,0.468857734,0.259020915,0.057687888
318,2302,1800,4948,51,1,3744,0.614850427,0.480769231,1.321581197,0.013621795
319,3867,603,544,163,1,4404,0.878065395,0.136920981,0.123524069,0.037011807
320,17003,6528,22188,358,1,2491,6.825772782,2.620634283,8.907266158,0.143717383
321,11528,419,10346,91,1,4352,2.648897059,0.096277574,2.377297794,0.020909926
322,18391,3103,2797,138,1,4005,4.592009988,0.774781523,0.698377029,0.034456929
323,23394,133,13999,39,1,3182,7.351979887,0.041797612,4.399434318,0.012256442
324,4217,593,7339,83,1,4242,0.994106554,0.139792551,1.730080151,0.019566242
325,15977,2750,1216,551,1,3238,4.934218653,0.849289685,0.375540457,0.17016677
326,22309,3296,33597,328,1,4330,5.152193995,0.761200924,7.759122402,0.075750577
327,31488,330,1272,877,1,4635,6.793527508,0.071197411,0.274433657,0.189212513
328,11989,1407,4566,146,1,2185,5.486956522,0.643935927,2.089702517,0.066819222
329,18695,8219,71733,205,1,4621,4.045661112,1.778619346,15.52326336,0.044362692
330,13291,722,16396,234,1,3841,3.460296798,0.187971882,4.268680031,0.060921635
331,3446,1540,18880,138,1,3671,0.938708799,0.419504222,5.143012803,0.037591937
332,5287,72,1421,142,1,3135,1.686443381,0.022966507,0.453269537,0.045295056
333,2650,3891,40362,73,1,2392,1.107859532,1.626672241,16.87374582,0.030518395
