is_verified,friends_count,user_age,followers_growth_rate,favourites_count,tweets_freq,followers_friends_ratio,listed_count,friends_growth_rate,followers_count
1,290,4323,5.336109183,10174,14.39393939,79.54482759,210,0.067083044,23068
1,661,4398,0.40200091,6562,3.472942246,2.67473525,62,0.150295589,1768
1,725,3897,1.106492173,982,0.750577367,5.947586207,123,0.186040544,4312
1,2320,3350,0.321791045,1144,1.426567164,0.464655172,43,0.692537313,1078
1,2645,3223,1.595097735,7079,2.104560968,1.943667297,167,0.820663978,5141
1,2273,3493,2.641568852,2630,2.931577441,4.059392873,401,0.650730031,9227
1,351,4307,0.396795914,831,0.142558625,4.868945869,14,0.08149524,1709
1,1264,4120,1.806553398,9211,6.086407767,5.888449367,320,0.306796117,7443
1,916,4463,1.878108895,18636,6.512211517,9.150655022,135,0.20524311,8382
1,133,4380,11.06917808,5400,2.627853881,364.5338346,1146,0.030365297,48483
1,3701,3721,3.676431067,14825,2.937919914,3.696298298,370,0.994625101,13680
1,49408,3057,25.48119071,900,138.1609421,1.576586788,157,16.16225057,77896
0,626,1050,0.575238095,549,0.452380952,0.96485623,12,0.596190476,604
1,828,3297,1.655747649,10341,10.15862906,6.592995169,54,0.251137398,5459
1,1678,4365,1.03069874,225,1.47720504,2.681168057,266,0.384421535,4499
1,1019,4359,0.863271393,3618,4.260151411,3.692836114,76,0.233769213,3763
1,217,3715,1.629340511,9780,0.211036339,27.89400922,62,0.058411844,6053
1,577,3913,1.582417582,24638,10.89700997,10.73136915,103,0.147457194,6192
1,478,4257,5.392999765,6877,2.876438807,48.0292887,451,0.112285647,22958
1,3869,5149,17.04699942,118010,45.35773937,22.68674076,6040,0.75140804,87775
1,1560,5135,2.575657254,756,1.729308666,8.478205128,984,0.303797468,13226
1,1150,4431,1.340329497,19589,6.83141503,5.164347826,82,0.259535094,5939
1,4884,4191,1.627535194,2327,1.462896683,1.396601147,282,1.165354331,6821
1,182,1830,32.49726776,13063,3.659562842,326.7582418,537,0.099453552,59470
1,501,4586,2.08634976,99,38.5285652,19.09780439,334,0.10924553,9568
1,900,4435,2.247576099,2545,4.042390079,11.07555556,311,0.202931229,9968
1,922,4429,0.469631971,5423,1.883269361,2.255965293,30,0.208173403,2080
1,5489,4904,2.008564437,25533,6.804241436,1.794498087,583,1.119290375,9850
1,1599,4421,1.895951142,45834,12.42999321,5.242026266,325,0.361682877,8382
1,3100,4169,3.589829695,7913,2.411129767,4.827741935,406,0.743583593,14966
1,1668,1372,91.10568513,54460,16.15451895,74.9382494,1111,1.21574344,124997
1,2988,4362,6.394543787,11578,5.729252636,9.335006693,669,0.685006878,27893
1,637,2875,0.909913043,6314,9.973565217,4.106750392,136,0.221565217,2616
1,1168,4724,0.569220999,7388,0.07811177,2.302226027,157,0.247248095,2689
1,3531,4317,3.407458883,9962,2.675700718,4.165958652,188,0.817929117,14710
1,2096,4346,2.319374137,3381,1.778877128,4.809160305,238,0.482282559,10080
1,440,4358,0.354520422,1598,1.652592933,3.511363636,114,0.100963745,1545
1,180,4098,1.453147877,330,1.337237677,33.08333333,218,0.043923865,5955
1,1433,4166,16.11281805,38776,8.136821892,46.84298674,631,0.343975036,67126
1,1328,4161,3.592405672,638,0.33285268,11.2560241,123,0.31915405,14948
1,1368,4617,0.39051332,10944,3.367987871,1.317982456,55,0.296296296,1803
1,786,4000,5.404,397,0.786,27.50127226,613,0.1965,21616
1,1668,4649,4.088836309,11151,5.528930953,11.39628297,369,0.358786836,19009
0,659,2992,2.626002674,2426,1.521390374,11.92261002,193,0.220254011,7857
1,2762,4009,2.73185333,61382,27.71314542,3.965242578,113,0.688949863,10952
1,572,4347,14.00713135,2827,4.929606625,106.4493007,453,0.131585001,60889
1,1531,4550,168.4947253,453,39.82615385,500.7517962,3738,0.336483516,766651
1,2068,4015,15.93325031,189,1.318804483,30.93423598,1714,0.515068493,63972
1,1220,4402,1.325079509,710,1.191276692,4.781147541,207,0.277146751,5833
1,1257,5006,2.677187375,15375,14.23531762,10.6618934,481,0.251098682,13402
1,1017,3904,11.46132172,5301,3.533811475,43.99705015,484,0.260502049,44745
1,1341,4409,0.3685643,4017,0.769789068,1.211782252,66,0.304150601,1625
1,995,3854,1.326414115,903,4.413077322,5.137688442,166,0.258173326,5112
1,0,3549,21.43167089,0,1.238940547,257472.0,1104,0.0,76061
1,367,4339,1.533994008,1570,1.416455404,18.13623978,314,0.084581701,6656
1,2215,4725,7.823492063,2130,1.268359788,16.68893905,749,0.468783069,36966
1,575,3984,1.249497992,470,3.093373494,8.657391304,173,0.144327309,4978
1,69,2064,1010.445252,9056,2.224806202,30225.49275,4088,0.033430233,2085559
1,455,3850,0.947792208,2407,2.230649351,8.01978022,76,0.118181818,3649
1,2408,2492,7.27929374,10952,5.886436597,7.533222591,379,0.966292135,18140
1,957,4354,0.432016537,2442,18.39710611,1.965517241,56,0.219797887,1881
1,3467,4452,1.285714286,3242,4.329514825,1.650995097,247,0.778751123,5724
1,1987,4462,4.120797848,57740,13.33818915,9.253648717,258,0.445316002,18387
1,2930,4341,1.974660217,7519,8.168394379,2.92559727,156,0.674959687,8572
1,954,4377,2.701393649,1505,25.60383825,12.39412998,227,0.217957505,11824
0,3184,4432,3.017599278,2569,5.189079422,4.200376884,437,0.718411552,13374
1,1393,3235,173.9879444,124,7.456877898,404.0567121,599,0.430602782,562851
1,268,3601,0.455984449,3188,0.438489309,6.126865672,17,0.074423771,1642
1,462,4281,1.397570661,1857,1.838822705,12.95021645,167,0.107918711,5983
1,733,4562,0.876589215,7607,2.960105217,5.455661664,90,0.160675142,3999
1,4053,4310,4.053596288,11028,5.264037123,4.310634098,389,0.94037123,17471
1,3611,3983,2.529500377,21417,6.713281446,2.790085849,169,0.906603063,10075
1,784,3065,0.691353997,2427,1.443393148,2.702806122,94,0.255791191,2119
1,4143,4239,3.211606511,12165,5.664543524,3.28602462,315,0.977353149,13614
1,2148,4243,4.597454631,12927,3.866368136,9.081471136,50,0.506245581,19507
1,8902,4415,18.53272933,52312,9.32819932,9.191417659,1003,2.016308041,81822
1,1246,4369,0.654840925,6621,0.835431449,2.296147673,80,0.285191119,2861
1,610,4231,2.517135429,26436,9.444103049,17.45901639,207,0.144173954,10650
1,1172,3776,151.5283369,18711,24.92108051,488.2005119,7137,0.310381356,572171
1,8512,4157,48.0579745,53705,7.625451046,23.47004229,948,2.047630503,199777
1,533,4685,101.3359658,1869,6.87620064,890.7298311,2699,0.113767343,474759
1,1836,3430,1.404373178,43010,7.363848397,2.623638344,132,0.535276968,4817
1,535,1275,11.69960784,1261,2.374117647,27.88224299,110,0.419607843,14917
1,309,1839,2.119630234,710,0.645459489,12.61488673,37,0.168026101,3898
1,219,4411,83.94332351,7365,5.448197688,1690.748858,5215,0.049648606,370274
1,3379,4582,0.53535574,35800,4.044085552,0.725954424,117,0.737450895,2453
1,1976,4217,3.51292388,80891,11.23049561,7.496963563,502,0.468579559,14814
1,1979,2669,1.860621956,1499,2.964780817,2.509348156,118,0.741476208,4966
1,2844,4327,4.209382944,6817,3.547492489,6.404360056,332,0.657268315,18214
1,1970,4166,0.511521843,5042,0.285885742,1.081725888,34,0.47287566,2131
1,2886,4616,1.214904679,378,0.969454073,1.943173943,250,0.625216638,5608
1,1905,3733,1.508170372,864,1.807125636,2.955380577,252,0.510313421,5630
1,5215,4428,3.391824752,12517,17.73938573,2.879961649,540,1.177732611,15019
1,3052,4409,31.95441143,21308,4.546155591,46.16218873,2963,0.692220458,140887
1,600,3831,0.56669277,1889,1.717306186,3.618333333,131,0.156617071,2171
1,1462,2744,1.462099125,1895,2.098396501,2.744186047,140,0.532798834,4012
1,2997,3002,1.807128581,9123,9.264823451,1.810143477,147,0.998334444,5425
1,2052,4395,36.75085324,28345,2.832536974,78.71345029,1838,0.466894198,161520
1,824,4368,18.91208791,2891,8.8871337,100.2524272,3192,0.188644689,82608
1,791,4383,1.783709788,4755,2.643623089,9.88369153,49,0.180469998,7818
1,2898,3858,3.51088647,132326,21.70217729,4.673913043,555,0.751166407,13545
1,1788,2748,134.775837,43211,28.83915575,207.1387025,576,0.650655022,370364
1,817,4406,0.667725828,15260,11.40807989,3.600979192,75,0.185428961,2942
1,807,4446,2.598965362,1164,3.137651822,14.31846344,317,0.181511471,11555
1,1072,2679,0.222844345,2450,0.677864875,0.556902985,5,0.400149309,597
1,386,2079,1.138528139,58919,1.866762867,6.132124352,40,0.185666186,2367
1,6620,4394,11.46540737,71455,19.04324078,7.610120846,1951,1.506599909,50379
1,1728,2869,3.026141513,80597,13.0996863,5.024305556,145,0.602300453,8682
1,1082,2911,1.537272415,3702,5.55650979,4.135859519,89,0.371693576,4475
1,2360,3477,3.224618924,2378,1.303134886,4.750847458,142,0.678746045,11212
1,1321,4581,15.84261078,806,28.49377865,54.93943982,2001,0.288364986,72575
1,797,3241,68.3788954,137543,11.9623573,278.0627353,2702,0.245911756,221616
1,448,4884,0.530507781,25523,6.157862408,5.783482143,127,0.091728092,2591
1,791,4325,0.762543353,174,2.215028902,4.169405815,74,0.182890173,3298
1,1229,4325,1.380346821,1604,3.746127168,4.857607811,437,0.28416185,5970
1,262,4102,3.494636763,392,0.667235495,54.71374046,108,0.063871282,14335
1,301,4309,567.4123927,540,114.7187282,8122.857143,2300,0.069853794,2444980
1,4632,4377,3.189399132,11091,2.183915924,3.013816926,231,1.058259082,13960
1,1538,4323,7.340504279,9919,21.38630581,20.63263979,644,0.355771455,31733
1,4384,4548,120.9722955,536,7.354441513,125.497719,3715,0.963940193,550182
1,1936,4451,0.590204448,11150,0.015502134,1.356921488,131,0.434958436,2627
1,1230,4610,6.426464208,52630,59.62060738,24.08617886,1607,0.26681128,29626
1,3138,4425,4.727909605,1717,1.814237288,6.666985341,711,0.709152542,20921
1,664,4475,5.291843575,34864,1.410726257,35.66415663,161,0.148379888,23681
1,899,3017,0.959562479,945,1.542923434,3.220244716,115,0.297978124,2895
1,1771,4416,0.600769928,9972,1.997056159,1.498023715,107,0.401041667,2653
1,1236,4450,2.409438202,3707,0.069213483,8.674757282,371,0.277752809,10722
1,9886,4411,338.6180005,7741,29.43663568,151.0867894,8757,2.241215144,1493644
1,1019,3638,1.591808686,5909,3.572842221,5.683022571,188,0.280098955,5791
1,3411,4382,18.68575993,17813,7.562300319,24.00498388,2006,0.778411684,81881
1,3569,4167,1.469882409,4027,1.673866091,1.716166994,133,0.856491481,6125
1,9003,4172,6.703499521,1125,3.209731544,3.106408975,1278,2.157957814,27967
1,941,4278,14.42332866,2225,9.863955119,65.5717322,2171,0.219962599,61703
1,1817,5121,3.424135911,14649,6.178285491,9.65052284,624,0.354813513,17535
1,1629,4698,63.27586207,5822,52.10493827,182.4861878,3914,0.346743295,297270
1,4184,3552,228.048705,15146,2.851351351,193.6015774,5610,1.177927928,810029
1,1887,4409,4.019959174,59545,57.87570878,9.392686804,486,0.427988206,17724
1,3631,4488,4.854055258,144170,2.413101604,5.999724594,403,0.809046346,21785
1,1769,2793,0.343716434,4939,1.553168636,0.54267948,28,0.633369137,960
1,912,2763,4.770177343,30724,6.770901194,14.45175439,202,0.330076004,13180
1,2422,4247,2.280668707,11857,2.490699317,3.999174236,136,0.570284907,9686
1,1975,3675,1.492517007,5043,2.823129252,2.77721519,225,0.537414966,5485
1,22,4371,133.0009151,2515,10.82040723,26424.86364,560,0.005033173,581347
1,967,3611,21.70783716,1414,1.664912767,81.06204757,229,0.267792855,78387
1,1388,4100,1.733414634,258,0.294390244,5.120317003,167,0.338536585,7107
1,882,2794,2.608088762,791,0.862204724,8.261904762,341,0.31567645,7287
1,10605,4166,9.228996639,17008,8.512962074,3.625459689,807,2.545607297,38448
1,5707,4404,4.523614896,29906,5.607175295,3.490800771,525,1.295867393,19922
1,1697,4561,1.742600307,1039,1.796316597,4.683559222,151,0.372067529,7948
1,369,2527,2.986149584,5107,0.855955679,20.4498645,30,0.146022952,7546
1,167,3603,1.662225923,1972,0.436858174,35.86227545,32,0.046350264,5989
1,2570,3242,4.575262184,14303,14.36829118,5.771595331,540,0.792720543,14833
1,613,3736,1.982334047,31729,0.049250535,12.08156607,220,0.164079229,7406
1,724,4648,0.651247849,1309,1.54302926,4.180939227,244,0.155765921,3027
1,389,3324,4.118231047,4971,1.135078219,35.19023136,78,0.117027677,13689
1,195,2487,20.10373945,967,57.57901086,256.4,217,0.07840772,49998
1,1569,4661,4.878995924,10789,0.696417078,14.49394519,1011,0.336623042,22741
1,723,5013,0.554957112,36360,0.11829244,3.847856155,81,0.144225015,2782
1,1421,2288,4.214160839,16211,7.344405594,6.785362421,53,0.621066434,9642
1,752,1939,11.39659618,2544,12.22279526,29.3856383,498,0.387828778,22098
0,2322,3164,1.233249052,7842,4.38369153,1.68044789,88,0.733881163,3902
1,364,4536,12.08575838,5314,1.367063492,150.6071429,1589,0.080246914,54821
1,164,4367,14.23929471,1089,1.096404855,379.1646341,327,0.037554385,62183
1,1067,4419,17.86512786,12007,13.77415705,73.98875351,2184,0.241457343,78946
1,773,4362,17.36130215,1368,3.031407611,97.96895213,464,0.177212288,75730
1,958,1635,40.35779817,2487,6.411620795,68.87787056,1285,0.585932722,65985
1,317,4429,0.944005419,12930,16.36012644,13.18927445,77,0.071573719,4181
1,2712,3861,4.55037555,8307,2.937580938,6.478244838,299,0.702408702,17569
1,102,3213,49.31746032,12739,3.502334267,1553.5,418,0.031746032,158457
1,2021,3862,3.695753496,10604,17.85965821,7.062345374,305,0.523303988,14273
1,924,3399,0.353339217,1056,0.558105325,1.29978355,42,0.27184466,1201
1,187,4204,88.16531874,334,41.67673644,1982.069519,1499,0.044481446,370647
1,51,3535,0.402545969,2013,5.547100424,27.90196078,34,0.014427157,1423
1,1961,4139,0.440202948,3239,0.976081179,0.929117797,40,0.473785939,1822
1,497,3830,1.492167102,15540,3.37075718,11.49899396,210,0.129765013,5715
1,4449,3884,7.032183316,22744,9.833676622,6.139132389,187,1.145468589,27313
1,2194,3085,25.48881686,723,4.717666126,35.84001823,2290,0.711183144,78633
1,44003,4380,98.10342466,18510,10.44977169,9.765084199,5212,10.04634703,429693
1,276,4395,274.0687144,499,0.971558589,4364.246377,8745,0.062798635,1204532
1,101,5209,1920.567095,42,74.10136303,99051.82178,41196,0.019389518,10004234
1,923,2406,0.928512053,3068,1.198669992,2.420368364,41,0.383624273,2234
1,1125,4064,1.048720472,5401,1.959399606,3.788444444,173,0.276820866,4262
1,194,1996,8.318637275,6690,0.796593186,85.58762887,96,0.097194389,16604
1,1983,3256,0.355958231,677,2.742936118,0.584467978,54,0.609029484,1159
1,998,2850,2.441052632,47259,12.97684211,6.970941884,194,0.350175439,6957
1,485,3606,15.46117582,38555,0.76067665,114.9546392,335,0.134498059,55753
1,4004,4275,3.593684211,18896,9.343625731,3.836913087,232,0.936608187,15363
1,718,4317,0.448227936,339,0.852212184,2.694986072,94,0.166319203,1935
1,2258,5008,52.24500799,9141,3.074480831,115.8737821,1152,0.450878594,261643
1,693,4070,3.723832924,3641,3.28992629,21.87012987,495,0.17027027,15156
1,3973,2874,37.05010438,224980,0.01322199,26.80140951,1646,1.382393876,106482
1,5426,5174,7.342674913,4885,8.999226904,7.00165868,2171,1.048705064,37991
1,925,3621,0.353769677,1295,1.109638221,1.384864865,31,0.255454294,1281
1,1735,4481,1.114483374,1620,1.316670386,2.878386167,216,0.387190359,4994
1,6079,4725,10.43809524,4657,6.457354497,8.113176509,1687,1.286560847,49320
1,3291,4514,1.760301285,11657,5.455250332,2.414463689,338,0.729065131,7946
1,487,3294,1.623254402,5612,8.457802064,10.97946612,99,0.147844566,5347
1,1214,4396,0.960418562,4608,4.103730664,3.477759473,117,0.276160146,4222
1,660,2556,0.388497653,5725,0.249217527,1.504545455,17,0.258215962,993
1,322,3272,0.513447433,12825,7.686735941,5.217391304,73,0.098410758,1680
1,1043,3620,23.11381215,27893,3.811878453,80.22243528,550,0.288121547,83672
1,1105,2793,0.824203366,15567,0.787683494,2.083257919,38,0.395631937,2302
1,3121,4335,3.484198385,18044,2.556170704,4.839474527,375,0.719953864,15104
1,550,3296,0.326456311,4289,0.955097087,1.956363636,23,0.166868932,1076
1,8896,4486,4.779090504,3040,9.188363798,2.409959532,532,1.983058404,21439
1,44,1241,19.32473811,1,9.045930701,545.0454545,52,0.035455278,23982
1,267,1823,1.907295666,287,1.313219967,13.02247191,225,0.146461876,3477
1,947,4462,4.244285074,14,2.368444644,19.99788807,258,0.212236665,18938
1,4339,4119,4.923039573,9807,7.350327749,4.673427057,328,1.053411022,20278
1,289,4201,4.010235658,173,0.614853606,58.29411765,494,0.068793144,16847
1,1198,4212,0.57977208,5066,1.4831434,2.038397329,60,0.284425451,2442
1,3897,4075,13.1990184,7659,4.189447853,13.8018989,602,0.956319018,53786
1,253,3651,18.69104355,1968,0.546973432,269.7272727,587,0.069296083,68241
1,1611,4647,0.771680654,3323,1.140951151,2.225946617,186,0.346675274,3586
1,2306,4834,1.507654117,3714,4.148944973,3.160450997,123,0.47703765,7288
1,2075,4374,97.79606767,4558,17.55967078,206.1493976,2293,0.474394147,427760
1,407,2938,0.985023826,6570,13.97072839,7.110565111,61,0.138529612,2894
1,541,4089,0.630227439,2338,2.149669846,4.763401109,104,0.132306187,2577
1,970,3934,0.24911032,868,3.433655313,1.010309278,54,0.246568378,980
1,4492,4536,2.433641975,13096,2.291005291,2.457479964,732,0.990299824,11039
1,1436,3704,0.962473002,3440,1.040226782,2.482590529,145,0.387688985,3565
1,526,4488,0.832664884,1320,0.693404635,7.104562738,84,0.117201426,3737
1,1328,3996,7.238988989,5778,2.632382382,21.78237952,437,0.332332332,28927
1,862,4470,1.516107383,8746,14.51431767,7.861948956,262,0.192841163,6777
1,383,4417,3.351369708,2378,0.702060222,38.65013055,201,0.086710437,14803
1,1629,2792,1.051934097,12732,0.973853868,1.802946593,70,0.583452722,2937
1,3287,3697,10.2986205,5799,2.76467406,11.58320657,1276,0.88909927,38074
1,5008,3819,1.874312647,20834,10.01178319,1.429313099,251,1.311338047,7158
1,1107,4453,10.54794521,66541,6.103750281,42.42999097,551,0.248596452,46970
1,6,2199,42.50341064,1466,3.166894043,15577.5,593,0.002728513,93465
1,4248,4425,1.224180791,30949,1.165649718,1.275188324,91,0.96,5417
1,401,3963,3.106232652,14308,3.347464042,30.69825436,101,0.10118597,12310
1,566,4337,2.771962186,38029,26.76619783,21.24028269,151,0.130504957,12022
1,2456,2098,5.832697807,17642,3.463298379,4.982491857,105,1.170638704,12237
1,7005,4256,1.281484962,25957,16.31531955,0.778586724,198,1.645911654,5454
1,1339,4668,4.586118252,27903,25.19858612,15.98805078,449,0.286846615,21408
1,1550,4264,0.659474672,1821,0.047373358,1.814193548,84,0.363508443,2812
1,1733,3695,3.143707713,8548,1.40947226,6.702827467,157,0.469012179,11616
1,1096,4625,10.21945946,2154,4.237837838,43.125,662,0.236972973,47265
1,6602,4866,10.77907933,6754,9.970406905,7.944713723,1571,1.3567612,52451
1,1000,4640,1.116594828,44450,14.43965517,5.181,293,0.215517241,5181
1,3544,4448,1.430530576,10054,2.590377698,1.795428894,297,0.79676259,6363
1,1030,3339,0.738244984,7212,1.301587302,2.393203883,98,0.308475591,2465
1,1563,3883,0.375482874,11039,0.843420036,0.932821497,32,0.402523822,1458
1,1496,4426,11.72345233,8327,11.27993674,34.68449198,505,0.338002711,51888
1,2567,3668,1.917938931,4961,3.068429662,2.740553175,182,0.699836423,7035
1,148,2736,0.815423977,253,0.407163743,15.07432432,73,0.054093567,2231
1,2653,4278,17.47592333,16089,5.811126695,28.18017339,964,0.620149603,74762
1,752,4664,2.196183533,108418,16.60720412,13.62101064,536,0.161234991,10243
1,164,4030,29.46799007,184,0.777171216,724.1219512,280,0.040694789,118756
1,516,2290,1.436244541,1951,1.659825328,6.374031008,89,0.225327511,3289
1,685,3535,2.310608204,28070,6.58330976,11.92408759,291,0.193776521,8168
1,2157,3828,5.56138976,8839,10.1930512,9.869726472,467,0.563479624,21289
1,2815,4697,0.573770492,7949,5.521609538,0.957371226,273,0.599318714,2695
1,7559,4437,5.212305612,72151,4.8607167,3.059531684,204,1.703628578,23127
1,364,4134,1.736090953,2887,0.733188195,19.71703297,126,0.088050314,7177
1,4703,4397,2.260177394,7870,7.110529907,2.113119286,326,1.069592904,9938
1,2145,3945,20.03802281,9279,2.645120406,36.85314685,417,0.543726236,79050
1,271,4325,7.992369942,40855,1.546127168,127.5535055,960,0.06265896,34567
1,2943,4392,1.672586521,11642,7.212204007,2.496092423,305,0.670081967,7346
1,1788,4639,0.362578142,5956,3.954516059,0.940715884,78,0.385427894,1682
1,2139,4785,0.569905956,5573,2.360083595,1.274894811,156,0.447021944,2727
1,12869,5153,2.553852125,134331,6.779934019,1.02261248,534,2.497380167,13160
1,2381,4346,11.17901519,314,5.064657156,20.4048719,507,0.547860101,48584
1,1574,4444,0.705220522,326,1.463771377,1.991105464,213,0.354185419,3134
1,1712,3383,0.761749926,7514,2.96689329,1.505257009,99,0.50605971,2577
1,4647,4475,3.25027933,6571,2.990837989,3.129976329,187,1.038435754,14545
1,1000,4341,0.969361898,9104,3.774936651,4.208,108,0.230361668,4208
1,1707,2944,30.32778533,26030,9.030910326,52.30521383,751,0.57982337,89285
1,1275,2537,2.011036657,17717,5.030350808,4.001568627,245,0.502562081,5102
1,2980,3613,1.530307224,5162,2.457791309,1.855369128,104,0.824799336,5529
1,469,4320,6.8375,1357,2.030324074,62.98081023,568,0.108564815,29538
1,284,4458,57.86518618,1187,1.119784657,908.3204225,2251,0.063705698,257963
1,786,4186,6.753702819,9702,1.908026756,35.96819338,179,0.187768753,28271
1,95492,4386,35.94163247,19907,4.384860921,1.650818917,722,21.77200182,157640
1,479,4219,1.839535435,2080,0.812277791,16.20250522,125,0.113534013,7761
1,1189,4255,31.32549941,13995,14.88225617,112.1026072,735,0.279435958,133290
1,196,3323,28.63135721,2848,0.864279266,485.4183673,439,0.058982847,95142
1,921,4256,1.145676692,31658,23.15531015,5.294245385,301,0.216400376,4876
1,2040,4351,1.162721214,1127,3.487703976,2.479901961,251,0.468857734,5059
1,1800,3744,0.614850427,4948,1.107104701,1.278888889,51,0.480769231,2302
1,603,4404,0.878065395,544,9.790417802,6.412935323,163,0.136920981,3867
1,6528,2491,6.825772782,22188,10.49859494,2.604626225,358,2.620634283,17003
1,419,4352,2.648897059,10346,3.647288603,27.51312649,91,0.096277574,11528
1,3103,4005,4.592009988,2797,0.797003745,5.926844989,138,0.774781523,18391
1,133,3182,7.351979887,13999,9.483343809,175.8947368,39,0.041797612,23394
1,593,4242,0.994106554,7339,11.44106554,7.111298482,83,0.139792551,4217
1,2750,3238,4.934218653,1216,1.100988264,5.809818182,551,0.849289685,15977
1,3296,4330,5.152193995,33597,2.655658199,6.768507282,328,0.761200924,22309
1,330,4635,6.793527508,1272,5.244660194,95.41818182,877,0.071197411,31488
1,1407,2185,5.486956522,4566,2.112585812,8.520966596,146,0.643935927,11989
1,8219,4621,4.045661112,71733,6.595109284,2.274607616,205,1.778619346,18695
1,722,3841,3.460296798,16396,4.201770372,18.40858726,234,0.187971882,13291
1,1540,3671,0.938708799,18880,2.98011441,2.237662338,138,0.419504222,3446
1,72,3135,1.686443381,1421,0.383094099,73.43055556,142,0.022966507,5287
1,3891,2392,1.107859532,40362,13.12123746,0.681058854,73,1.626672241,2650
1,475,4317,2.857308316,17203,1.233263841,25.96842105,163,0.110030114,12335
1,1523,4392,1.89503643,1604,2.64298725,5.464871963,324,0.346766849,8323
1,852,4189,17.63237049,26447,4.122702316,86.69248826,1924,0.203389831,73862
1,3679,3725,15.97020134,15067,10.38979866,16.16988312,688,0.987651007,59489
1,3119,4556,2.371817384,2964,2.625768218,3.464571978,363,0.684591747,10806
1,2907,4543,22.51001541,2451,4.660356593,35.17819057,2151,0.639885538,102263
1,2894,3297,8.261753109,123122,12.62481043,9.412232205,155,0.877767668,27239
1,4059,4371,6.048959048,2073,10.0306566,6.513919685,492,0.928620453,26440
1,748,2902,2.302549966,2373,2.562026189,8.93315508,116,0.257753274,6682
1,1737,4429,57.79272974,4309,13.44637616,147.3598158,5311,0.392187853,255964
1,2033,4092,7.543743891,1261,1.813049853,15.18396458,414,0.496823069,30869
1,1233,3521,1.393922181,1331,1.338256177,3.98053528,88,0.350184607,4908
1,884,4399,15.79336213,11495,2.195271653,78.59162896,398,0.200954762,69475
1,1100,3205,1.526053042,2920,4.99375975,4.446363636,133,0.343213729,4891
1,1983,3149,3.854874563,12274,10.17370594,6.121533031,159,0.629723722,12139
1,2726,3521,4.317807441,19796,7.950298211,5.57703595,202,0.774211872,15203
1,4841,4403,91.48080854,9899,4.094935271,83.2038835,5649,1.099477629,402790
